project_id,year,project_type,implementing_agency,location,contractor,has_contractor,contractor_reliability,procurement_mode,funding_source,approved_budget,planned_duration_months,start_month,start_date,planned_end_date,agency_capacity,typhoon_exposure,cpi_at_start,cmrpi_at_start,cpi_change,cmrpi_change,is_delayed,delay_days,delay_probability,is_cost_overrun,cost_overrun_pct,overrun_probability,risk_category
PROJ-2025-2754,2025,Infrastructure,Provincial Engineering Office,San Enrique,Visayan Construction Group,1,0.52,Repeat Order,HFEP,2090394.31,12,2,2025-02-01,2026-01-27,0.73,16.6,132.5,139.2,0.0,0.0,0,0,0.5955,0,0.0,0.391,High
PROJ-2018-2755,2018,Non-Infrastructure,PCDO,Alimodian,N/A,0,0.5,Alternative Mode (Negotiated),20% NTA,1075776.46,6,7,2018-07-10,2019-01-06,0.6,13.8,100.0,100.0,2.5,3.2,0,0,0.3462,1,0.07,0.3139,Medium
PROJ-2020-2756,2020,Infrastructure,Provincial Planning Office,Iloilo City,Dreamer's Valley Construction,1,0.36,Direct Contracting,GAD Fund,4374545.29,12,1,2020-01-01,2020-12-26,0.82,16.6,105.1,107.5,4.7,6.5,1,236,0.7789,1,0.314,0.8094,Critical
PROJ-2019-2757,2019,Non-Infrastructure,OLEDIPO,Passi City,N/A,0,0.5,Repeat Order,General Fund,14904.63,6,7,2019-07-09,2020-01-05,0.55,13.8,102.5,103.2,2.6,4.3,1,43,0.1606,1,0.055,0.6584,Medium
PROJ-2020-2758,2020,Infrastructure,Provincial Engineering Office,Estancia,JV Pacific Builders,1,0.48,Repeat Order,LDRRMF,380206.88,12,11,2020-11-11,2021-11-06,0.73,16.6,105.1,107.5,4.7,6.5,1,65,0.5848,0,0.0,0.7255,High
PROJ-2025-2759,2025,Non-Infrastructure,PHO,Tubungan,N/A,0,0.5,Competitive Bidding,General Fund,5369026.29,6,12,2025-12-11,2026-06-09,0.72,2.3,132.5,139.2,0.0,0.0,0,0,0.2609,0,0.0,0.2953,Medium
PROJ-2018-2760,2018,Non-Infrastructure,OPPESM,Lemery,3rd Dragon Builders Innovation,1,0.92,Competitive Bidding,SEF,113194.11,6,5,2018-05-12,2018-11-08,0.65,12.8,100.0,100.0,2.5,3.2,0,0,0.1415,1,0.117,0.2599,Low
PROJ-2019-2761,2019,Non-Infrastructure,PHO,Leon,Panay Construction Services,1,0.53,Repeat Order,LDRRMF,896647.19,6,10,2019-10-12,2020-04-09,0.72,6.1,102.5,103.2,2.6,4.3,0,0,0.2483,0,0.0,0.3694,Medium
PROJ-2017-2762,2017,Non-Infrastructure,OLEDIPO,Ajuy,N/A,0,0.5,Direct Contracting,20% NTA,11138686.65,6,8,2017-08-09,2018-02-05,0.55,11.6,97.7,98.5,2.3,1.5,1,96,0.5556,1,0.308,0.6679,High
PROJ-2016-2763,2016,Infrastructure,Provincial Agriculture Office,Calinog,CEBU ERNBRI IMPORT INC.,1,0.71,Competitive Bidding,GAD Fund,12273260.53,12,1,2016-01-01,2016-12-26,0.62,16.6,94.5,96.0,3.2,2.5,1,222,0.7318,1,0.123,0.7509,High
PROJ-2025-2764,2025,Non-Infrastructure,ICTMO,Zarraga,N/A,0,0.5,Alternative Mode (Negotiated),HFEP,588613.91,6,7,2025-07-12,2026-01-08,0.78,13.8,132.5,139.2,0.0,0.0,1,90,0.2604,0,0.0,0.6864,Medium
PROJ-2021-2765,2021,Non-Infrastructure,PCDO,San Joaquin,N/A,0,0.5,Repeat Order,Trust Fund,6515141.42,6,2,2021-02-01,2021-07-31,0.6,5.0,109.8,114.0,6.2,11.3,0,0,0.4251,1,0.23,0.355,Medium
PROJ-2019-2766,2019,Infrastructure,Provincial Engineering Office,Bingawan,Golden West Engineering,1,0.66,Alternative Mode (Negotiated),Trust Fund,112020.11,12,9,2019-09-10,2020-09-04,0.73,16.6,102.5,103.2,2.6,4.3,0,0,0.3862,1,0.26,0.4263,Medium
PROJ-2018-2767,2018,Non-Infrastructure,HMO,Miagao,N/A,0,0.5,Alternative Mode (Negotiated),HFEP,10000.0,6,9,2018-09-14,2019-03-13,0.7,8.8,100.0,100.0,2.5,3.2,0,0,0.1509,0,0.0,0.304,Low
PROJ-2018-2768,2018,Infrastructure,IPG/HMO,Tubungan,PACEMCO Construction,1,0.93,Repeat Order,SEF,1191672.45,12,8,2018-08-14,2019-08-09,0.67,16.6,100.0,100.0,2.5,3.2,1,242,0.5198,1,0.337,0.7896,High
PROJ-2023-2769,2023,Non-Infrastructure,OPPESM,San Joaquin,N/A,0,0.5,Competitive Bidding,Special Budget,411224.46,6,2,2023-02-01,2023-07-31,0.65,5.0,123.1,131.0,4.7,4.8,0,0,0.2332,1,0.336,0.3322,Medium
PROJ-2024-2770,2024,Non-Infrastructure,OLEDIPO,Janiuay,N/A,0,0.5,Direct Contracting,Supplemental Budget,489520.13,6,9,2024-09-11,2025-03-10,0.55,8.8,127.8,135.8,4.7,3.4,1,32,0.2983,1,0.212,0.6474,Medium
PROJ-2019-2771,2019,Non-Infrastructure,IPG-HRMDO,Zarraga,N/A,0,0.5,Competitive Bidding,General Fund,35660.49,6,10,2019-10-14,2020-04-11,0.7,6.1,102.5,103.2,2.6,4.3,0,0,0.1084,1,0.187,0.3308,Low
PROJ-2018-2772,2018,Non-Infrastructure,OPPESM,Concepcion,N/A,0,0.5,Repeat Order,SEF,3637506.32,6,3,2018-03-08,2018-09-04,0.65,7.8,100.0,100.0,2.5,3.2,1,94,0.3726,1,0.061,0.6403,Medium
PROJ-2023-2773,2023,Infrastructure,ICTMO,Banate,Orchard Valley Enterprises,1,0.77,Alternative Mode (Shopping),GAD Fund,805721.04,12,8,2023-08-09,2024-08-03,0.78,16.6,123.1,131.0,4.7,4.8,1,116,0.5639,1,0.299,0.7887,High
PROJ-2021-2774,2021,Infrastructure,IPG/HMO,San Dionisio,CEBU ERNBRI IMPORT INC.,1,0.71,Repeat Order,SEF,1471656.05,12,2,2021-02-13,2022-02-08,0.67,16.6,109.8,114.0,6.2,11.3,0,0,0.6035,0,0.0,0.4094,High
PROJ-2022-2775,2022,Non-Infrastructure,PSWDO,Alimodian,PACEMCO Construction,1,0.93,Alternative Mode (Negotiated),LDRRMF,6535549.12,6,10,2022-10-07,2023-04-05,0.75,6.1,116.0,125.3,7.1,5.7,0,0,0.297,0,0.0,0.2797,Medium
PROJ-2025-2776,2025,Infrastructure,PGENRO,Alimodian,Golden West Engineering,1,0.66,Repeat Order,SEF,125621.83,12,6,2025-06-08,2026-06-03,0.68,16.6,132.5,139.2,0.0,0.0,0,0,0.3752,0,0.0,0.4055,Medium
PROJ-2023-2777,2023,Infrastructure,Provincial Planning Office,Iloilo City,A. Maquiling Construction and Supply,1,0.71,Competitive Bidding,HFEP,304250.59,12,6,2023-06-05,2024-05-30,0.82,16.6,123.1,131.0,4.7,4.8,0,0,0.4745,1,0.237,0.4419,Medium
PROJ-2019-2778,2019,Non-Infrastructure,Provincial Accountant's Office,Janiuay,N/A,0,0.5,Alternative Mode (Negotiated),SEF,976309.48,6,11,2019-11-09,2020-05-07,0.8,3.8,102.5,103.2,2.6,4.3,0,0,0.1947,0,0.0,0.2887,Low
PROJ-2018-2779,2018,Non-Infrastructure,Provincial Accountant's Office,Tigbauan,N/A,0,0.5,Alternative Mode (Negotiated),LDRRMF,2082734.97,6,11,2018-11-07,2019-05-06,0.8,3.8,100.0,100.0,2.5,3.2,0,0,0.2687,0,0.0,0.312,Medium
PROJ-2017-2780,2017,Non-Infrastructure,PSWDO,Leon,N/A,0,0.5,Alternative Mode (Negotiated),SEF,114686.08,6,2,2017-02-02,2017-08-01,0.75,5.0,97.7,98.5,2.3,1.5,0,0,0.1294,1,0.131,0.33,Low
PROJ-2017-2781,2017,Non-Infrastructure,PCDO,Dueñas,N/A,0,0.5,Competitive Bidding,HFEP,762122.18,6,8,2017-08-03,2018-01-30,0.6,11.6,97.7,98.5,2.3,1.5,0,0,0.3437,1,0.118,0.3232,Medium
PROJ-2025-2782,2025,Non-Infrastructure,IPG-HRMDO,Banate,N/A,0,0.5,Competitive Bidding,Trust Fund,416030.3,6,9,2025-09-06,2026-03-05,0.7,8.8,132.5,139.2,0.0,0.0,0,0,0.2284,0,0.0,0.2903,Medium
PROJ-2022-2783,2022,Non-Infrastructure,HMO,Dueñas,N/A,0,0.5,Repeat Order,General Fund,7284276.26,6,9,2022-09-10,2023-03-09,0.7,8.8,116.0,125.3,7.1,5.7,0,0,0.448,1,0.196,0.2941,Medium
PROJ-2021-2784,2021,Infrastructure,HMO,Dumangas,Orchard Valley Enterprises,1,0.77,Alternative Mode (Negotiated),Special Budget,565301.69,12,9,2021-09-10,2022-09-05,0.7,16.6,109.8,114.0,6.2,11.3,1,243,0.5667,1,0.346,0.7987,High
PROJ-2023-2785,2023,Non-Infrastructure,PSWDO,Anilao,N/A,0,0.5,Repeat Order,MOOE,3839889.1,6,3,2023-03-01,2023-08-28,0.75,7.8,123.1,131.0,4.7,4.8,0,0,0.3939,1,0.094,0.3423,Medium
PROJ-2021-2786,2021,Infrastructure,IPG/HMO,Oton,Visayan Construction Group,1,0.52,Repeat Order,Supplemental Budget,642874.13,12,11,2021-11-13,2022-11-08,0.67,16.6,109.8,114.0,6.2,11.3,1,215,0.5845,0,0.0,0.8031,High
PROJ-2024-2787,2024,Non-Infrastructure,IPG-HRMDO,Alimodian,N/A,0,0.5,Direct Contracting,SEF,1221702.85,6,4,2024-04-08,2024-10-05,0.7,10.5,127.8,135.8,4.7,3.4,0,0,0.3813,0,0.0,0.3095,Medium
PROJ-2025-2788,2025,Infrastructure,Provincial Planning Office,Estancia,Golden West Engineering,1,0.66,Direct Contracting,Supplemental Budget,40946.83,12,4,2025-04-12,2026-04-07,0.82,16.6,132.5,139.2,0.0,0.0,0,0,0.2575,0,0.0,0.4322,Medium
PROJ-2021-2789,2021,Non-Infrastructure,PGENRO,San Joaquin,N/A,0,0.5,Direct Contracting,MOOE,8134333.04,6,10,2021-10-02,2022-03-31,0.68,6.1,109.8,114.0,6.2,11.3,1,78,0.4386,1,0.303,0.6675,High
PROJ-2021-2790,2021,Non-Infrastructure,OPPESM,Igbaras,PACEMCO Construction,1,0.93,Alternative Mode (Negotiated),GAD Fund,6194535.1,6,6,2021-06-10,2021-12-07,0.65,14.3,109.8,114.0,6.2,11.3,0,0,0.3849,0,0.0,0.3629,Medium
PROJ-2024-2791,2024,Non-Infrastructure,Provincial Agriculture Office,Bingawan,N/A,0,0.5,Alternative Mode (Shopping),HFEP,1961938.31,6,5,2024-05-04,2024-10-31,0.62,12.8,127.8,135.8,4.7,3.4,0,0,0.4282,0,0.0,0.3134,Medium
PROJ-2025-2792,2025,Non-Infrastructure,IPG-HRMDO,Leganes,N/A,0,0.5,Alternative Mode (Negotiated),LDRRMF,1679865.87,6,4,2025-04-14,2025-10-11,0.7,10.5,132.5,139.2,0.0,0.0,0,0,0.3688,0,0.0,0.2897,Medium
PROJ-2021-2793,2021,Infrastructure,IPG/HMO,Batad,Western Visayas Builders Inc.,1,0.46,Alternative Mode (Shopping),LDRRMF,4906287.82,12,8,2021-08-06,2022-08-01,0.67,16.6,109.8,114.0,6.2,11.3,1,112,0.7441,1,0.236,0.773,Critical
PROJ-2022-2794,2022,Non-Infrastructure,PGENRO,Guimbal,N/A,0,0.5,Direct Contracting,20% NTA,492324.86,6,1,2022-01-14,2022-07-13,0.68,2.8,116.0,125.3,7.1,5.7,0,0,0.185,0,0.0,0.3484,Medium
PROJ-2023-2795,2023,Infrastructure,OLEDIPO,Maasin,CEBU ERNBRI IMPORT INC.,1,0.71,Alternative Mode (Negotiated),SEF,5214455.92,12,4,2023-04-12,2024-04-06,0.55,16.6,123.1,131.0,4.7,4.8,1,286,0.709,1,0.058,0.8241,Critical
PROJ-2018-2796,2018,Non-Infrastructure,ICTMO,Ajuy,N/A,0,0.5,Alternative Mode (Negotiated),MOOE,297465.72,6,5,2018-05-10,2018-11-06,0.78,12.8,100.0,100.0,2.5,3.2,1,124,0.2588,1,0.13,0.7296,High
PROJ-2021-2797,2021,Infrastructure,Provincial Engineering Office,Tubungan,RS AGRO INDUSTRIAL Corporation,1,0.44,Direct Contracting,HFEP,2592607.67,12,5,2021-05-05,2022-04-30,0.73,16.6,109.8,114.0,6.2,11.3,1,182,0.7249,1,0.254,0.7804,High
PROJ-2024-2798,2024,Non-Infrastructure,PSWDO,Barotac Viejo,Dreamer's Valley Construction,1,0.36,Alternative Mode (Negotiated),Trust Fund,1117678.65,6,5,2024-05-07,2024-11-03,0.75,12.8,127.8,135.8,4.7,3.4,0,0,0.3972,0,0.0,0.3482,Medium
PROJ-2020-2799,2020,Non-Infrastructure,OPPESM,Barotac Nuevo,N/A,0,0.5,Repeat Order,MOOE,2678628.24,6,1,2020-01-06,2020-07-04,0.65,2.8,105.1,107.5,4.7,6.5,0,0,0.2895,0,0.0,0.3189,Medium
PROJ-2020-2800,2020,Infrastructure,Provincial Agriculture Office,San Miguel,Juantong Agri-Ventures Trading,1,0.57,Alternative Mode (Negotiated),MOOE,128508.92,12,7,2020-07-13,2021-07-08,0.62,16.6,105.1,107.5,4.7,6.5,1,54,0.4885,0,0.0,0.7832,High
PROJ-2024-2801,2024,Non-Infrastructure,PCDO,San Miguel,N/A,0,0.5,Direct Contracting,LDRRMF,9109986.45,6,4,2024-04-01,2024-09-28,0.6,10.5,127.8,135.8,4.7,3.4,0,0,0.5219,0,0.0,0.3277,Medium
PROJ-2018-2802,2018,Non-Infrastructure,PHO,Miagao,N/A,0,0.5,Alternative Mode (Negotiated),20% NTA,1448284.38,6,8,2018-08-08,2019-02-04,0.72,11.6,100.0,100.0,2.5,3.2,1,64,0.3222,1,0.135,0.6373,Medium
PROJ-2020-2803,2020,Infrastructure,OLEDIPO,Ajuy,JV Pacific Builders,1,0.48,Competitive Bidding,GAD Fund,157057.54,12,2,2020-02-06,2021-01-31,0.55,16.6,105.1,107.5,4.7,6.5,1,179,0.5503,1,0.328,0.7746,High
PROJ-2024-2804,2024,Infrastructure,Provincial Engineering Office,Janiuay,Iloilo New Agri-Industrial Marketing,1,0.44,Alternative Mode (Negotiated),SEF,49804.92,12,8,2024-08-10,2025-08-05,0.73,16.6,127.8,135.8,4.7,3.4,0,0,0.4212,1,0.277,0.436,Medium
PROJ-2020-2805,2020,Non-Infrastructure,PCDO,Igbaras,N/A,0,0.5,Direct Contracting,HFEP,692854.8,6,9,2020-09-14,2021-03-13,0.6,8.8,105.1,107.5,4.7,6.5,0,0,0.3183,1,0.286,0.3478,Medium
PROJ-2025-2806,2025,Non-Infrastructure,IPG-HRMDO,Lemery,N/A,0,0.5,Direct Contracting,General Fund,80000000.0,6,2,2025-02-06,2025-08-05,0.7,5.0,132.5,139.2,0.0,0.0,0,0,0.3855,1,0.201,0.2733,Medium
PROJ-2019-2807,2019,Infrastructure,PGENRO,Barotac Viejo,PACEMCO Construction,1,0.93,Alternative Mode (Shopping),Special Budget,7092322.49,12,5,2019-05-12,2020-05-06,0.68,16.6,102.5,103.2,2.6,4.3,1,104,0.6545,1,0.063,0.7484,High
PROJ-2016-2808,2016,Infrastructure,Provincial Engineering Office,Leganes,Western Visayas Builders Inc.,1,0.46,Direct Contracting,Special Budget,76038.51,12,11,2016-11-06,2017-11-01,0.73,16.6,94.5,96.0,3.2,2.5,0,0,0.4123,0,0.0,0.3924,Medium
PROJ-2020-2809,2020,Infrastructure,Provincial Engineering Office,Sta. Barbara,PCC Construction Corp,1,0.85,Direct Contracting,SEF,242342.07,12,7,2020-07-05,2021-06-30,0.73,16.6,105.1,107.5,4.7,6.5,0,0,0.4375,1,0.076,0.399,Medium
PROJ-2019-2810,2019,Infrastructure,IPG/HMO,San Dionisio,Red Hammer International Builders,1,0.38,Direct Contracting,GAD Fund,512312.75,12,12,2019-12-12,2020-12-06,0.67,16.6,102.5,103.2,2.6,4.3,0,0,0.604,0,0.0,0.3782,High
PROJ-2017-2811,2017,Non-Infrastructure,Provincial Accountant's Office,Lemery,Metro Iloilo Construction,1,0.46,Direct Contracting,HFEP,859709.59,6,9,2017-09-14,2018-03-13,0.8,8.8,97.7,98.5,2.3,1.5,0,0,0.2799,1,0.189,0.3015,Medium
PROJ-2024-2812,2024,Infrastructure,IPG/HMO,Lemery,Conquest Construction Supply,1,0.79,Direct Contracting,MOOE,408569.75,12,7,2024-07-01,2025-06-26,0.67,16.6,127.8,135.8,4.7,3.4,1,130,0.4833,1,0.327,0.7549,High
PROJ-2016-2813,2016,Non-Infrastructure,Provincial Agriculture Office,Cabatuan,Western Visayas Builders Inc.,1,0.46,Competitive Bidding,MOOE,367816.37,6,2,2016-02-08,2016-08-06,0.62,5.0,94.5,96.0,3.2,2.5,0,0,0.2209,1,0.136,0.336,Medium
PROJ-2016-2814,2016,Infrastructure,IPG/HMO,Tubungan,Visayan Construction Group,1,0.52,Alternative Mode (Shopping),General Fund,22788.24,12,9,2016-09-12,2017-09-07,0.67,16.6,94.5,96.0,3.2,2.5,1,128,0.4003,0,0.0,0.7756,High
PROJ-2018-2815,2018,Non-Infrastructure,IPG-HRMDO,Oton,N/A,0,0.5,Direct Contracting,General Fund,58599.89,6,8,2018-08-03,2019-01-30,0.7,11.6,100.0,100.0,2.5,3.2,1,92,0.1803,1,0.349,0.6791,Medium
PROJ-2021-2816,2021,Infrastructure,PGENRO,Cabatuan,JV Pacific Builders,1,0.48,Alternative Mode (Shopping),20% NTA,618736.32,12,7,2021-07-14,2022-07-09,0.68,16.6,109.8,114.0,6.2,11.3,1,228,0.6449,1,0.078,0.819,High
PROJ-2019-2817,2019,Non-Infrastructure,PCDO,Sta. Barbara,N/A,0,0.5,Alternative Mode (Shopping),HFEP,782754.89,6,9,2019-09-08,2020-03-06,0.6,8.8,102.5,103.2,2.6,4.3,1,91,0.2959,1,0.162,0.6708,Medium
PROJ-2020-2818,2020,Non-Infrastructure,PHO,Miagao,N/A,0,0.5,Repeat Order,General Fund,56102.93,6,12,2020-12-10,2021-06-08,0.72,2.3,105.1,107.5,4.7,6.5,0,0,0.0957,1,0.203,0.2982,Low
PROJ-2025-2819,2025,Non-Infrastructure,IPG/HMO,Dingle,N/A,0,0.5,Alternative Mode (Negotiated),Special Budget,2157183.87,6,1,2025-01-04,2025-07-03,0.67,2.8,132.5,139.2,0.0,0.0,0,0,0.2369,0,0.0,0.313,Medium
PROJ-2023-2820,2023,Non-Infrastructure,OLEDIPO,Dueñas,N/A,0,0.5,Direct Contracting,20% NTA,19089194.98,6,4,2023-04-08,2023-10-05,0.55,10.5,123.1,131.0,4.7,4.8,0,0,0.5544,0,0.0,0.3745,Medium
PROJ-2025-2821,2025,Non-Infrastructure,IPG-HRMDO,Calinog,N/A,0,0.5,Alternative Mode (Negotiated),20% NTA,3177203.14,6,3,2025-03-13,2025-09-09,0.7,7.8,132.5,139.2,0.0,0.0,0,0,0.309,0,0.0,0.2698,Medium
PROJ-2017-2822,2017,Infrastructure,HMO,Bingawan,RS AGRO INDUSTRIAL Corporation,1,0.44,Repeat Order,MOOE,434005.53,12,3,2017-03-10,2018-03-05,0.7,16.6,97.7,98.5,2.3,1.5,0,0,0.5695,0,0.0,0.3944,Medium
PROJ-2024-2823,2024,Infrastructure,Provincial Engineering Office,Alimodian,Orchard Valley Enterprises,1,0.77,Competitive Bidding,LDRRMF,351634.1,12,5,2024-05-02,2025-04-27,0.73,16.6,127.8,135.8,4.7,3.4,0,0,0.4695,0,0.0,0.4288,Medium
PROJ-2018-2824,2018,Infrastructure,IPG/HMO,Igbaras,RS AGRO INDUSTRIAL Corporation,1,0.44,Repeat Order,Supplemental Budget,459581.43,12,5,2018-05-11,2019-05-06,0.67,16.6,100.0,100.0,2.5,3.2,0,0,0.592,0,0.0,0.3966,High
PROJ-2017-2825,2017,Non-Infrastructure,OLEDIPO,Tigbauan,Panay Construction Services,1,0.53,Direct Contracting,GAD Fund,776456.58,6,1,2017-01-05,2017-07-04,0.55,2.8,97.7,98.5,2.3,1.5,1,129,0.1966,0,0.0,0.682,Medium
PROJ-2024-2826,2024,Non-Infrastructure,Provincial Planning Office,Iloilo City,N/A,0,0.5,Alternative Mode (Shopping),General Fund,115137.76,6,3,2024-03-12,2024-09-08,0.82,7.8,127.8,135.8,4.7,3.4,0,0,0.1771,1,0.107,0.3374,Low
PROJ-2022-2827,2022,Non-Infrastructure,PGENRO,Calinog,N/A,0,0.5,Competitive Bidding,Special Budget,710036.9,6,8,2022-08-09,2023-02-05,0.68,11.6,116.0,125.3,7.1,5.7,0,0,0.3289,0,0.0,0.328,Medium
PROJ-2017-2828,2017,Non-Infrastructure,ICTMO,Dingle,Metro Iloilo Construction,1,0.46,Repeat Order,SEF,830470.17,6,3,2017-03-07,2017-09-03,0.78,7.8,97.7,98.5,2.3,1.5,1,77,0.2847,0,0.0,0.6647,Medium
PROJ-2024-2829,2024,Non-Infrastructure,Provincial Accountant's Office,Batad,CEBU ERNBRI IMPORT INC.,1,0.71,Alternative Mode (Negotiated),MOOE,22573.24,6,2,2024-02-10,2024-08-08,0.8,5.0,127.8,135.8,4.7,3.4,0,0,0.0829,0,0.0,0.3144,Low
PROJ-2023-2830,2023,Infrastructure,HMO,Estancia,RMKP Construction,1,0.87,Competitive Bidding,HFEP,373330.32,12,12,2023-12-08,2024-12-02,0.7,16.6,123.1,131.0,4.7,4.8,0,0,0.4585,1,0.077,0.4076,Medium
PROJ-2023-2831,2023,Infrastructure,HMO,Iloilo City,Red Hammer International Builders,1,0.38,Direct Contracting,General Fund,664440.72,12,6,2023-06-07,2024-06-01,0.7,16.6,123.1,131.0,4.7,4.8,1,264,0.6644,1,0.267,0.7932,High
PROJ-2018-2832,2018,Non-Infrastructure,OLEDIPO,Guimbal,N/A,0,0.5,Repeat Order,MOOE,91968.7,6,12,2018-12-06,2019-06-04,0.55,2.3,100.0,100.0,2.5,3.2,0,0,0.1143,1,0.138,0.3691,Medium
PROJ-2023-2833,2023,Non-Infrastructure,OPPESM,Pavia,Iloilo New Agri-Industrial Marketing,1,0.44,Direct Contracting,Special Budget,168184.96,6,7,2023-07-14,2024-01-10,0.65,13.8,123.1,131.0,4.7,4.8,0,0,0.2466,0,0.0,0.3525,Medium
PROJ-2017-2834,2017,Non-Infrastructure,PSWDO,Guimbal,N/A,0,0.5,Repeat Order,Special Budget,913157.24,6,6,2017-06-04,2017-12-01,0.75,14.3,97.7,98.5,2.3,1.5,0,0,0.3378,0,0.0,0.2924,Medium
PROJ-2021-2835,2021,Infrastructure,HMO,Passi City,PCC Construction Corp,1,0.85,Direct Contracting,SEF,18605124.13,12,9,2021-09-11,2022-09-06,0.7,16.6,109.8,114.0,6.2,11.3,1,101,0.7261,1,0.336,0.7524,High
PROJ-2024-2836,2024,Non-Infrastructure,Provincial Accountant's Office,Pavia,N/A,0,0.5,Alternative Mode (Shopping),HFEP,66338.5,6,8,2024-08-12,2025-02-08,0.8,11.6,127.8,135.8,4.7,3.4,1,32,0.1728,1,0.248,0.604,Medium
PROJ-2022-2837,2022,Non-Infrastructure,Provincial Agriculture Office,Dumangas,N/A,0,0.5,Alternative Mode (Shopping),Supplemental Budget,38819273.84,6,8,2022-08-14,2023-02-10,0.62,11.6,116.0,125.3,7.1,5.7,0,0,0.5592,0,0.0,0.3427,Medium
PROJ-2021-2838,2021,Non-Infrastructure,PCDO,Barotac Nuevo,PCC Construction Corp,1,0.85,Alternative Mode (Shopping),20% NTA,1157092.5,6,7,2021-07-10,2022-01-06,0.6,13.8,109.8,114.0,6.2,11.3,1,52,0.29,1,0.252,0.6727,Medium
PROJ-2018-2839,2018,Non-Infrastructure,OLEDIPO,Ajuy,N/A,0,0.5,Repeat Order,General Fund,46517.45,6,7,2018-07-03,2018-12-30,0.55,13.8,100.0,100.0,2.5,3.2,0,0,0.1891,1,0.065,0.3496,Medium
PROJ-2021-2840,2021,Infrastructure,Provincial Engineering Office,Alimodian,PACEMCO Construction,1,0.93,Alternative Mode (Shopping),General Fund,1057190.59,12,8,2021-08-06,2022-08-01,0.73,16.6,109.8,114.0,6.2,11.3,1,74,0.5688,1,0.225,0.7279,High
PROJ-2022-2841,2022,Non-Infrastructure,OLEDIPO,Concepcion,Metro Iloilo Construction,1,0.46,Alternative Mode (Shopping),Trust Fund,77369.45,6,7,2022-07-01,2022-12-28,0.55,13.8,116.0,125.3,7.1,5.7,0,0,0.2269,0,0.0,0.2664,Low
PROJ-2020-2842,2020,Non-Infrastructure,Provincial Accountant's Office,Dingle,N/A,0,0.5,Alternative Mode (Negotiated),LDRRMF,55296.2,6,10,2020-10-03,2021-04-01,0.8,6.1,105.1,107.5,4.7,6.5,0,0,0.1353,0,0.0,0.3273,Low
PROJ-2023-2843,2023,Non-Infrastructure,PHO,Lemery,N/A,0,0.5,Direct Contracting,HFEP,890339.51,6,3,2023-03-07,2023-09-03,0.72,7.8,123.1,131.0,4.7,4.8,0,0,0.2827,0,0.0,0.318,Medium
PROJ-2019-2844,2019,Infrastructure,Provincial Agriculture Office,Barotac Nuevo,Metro Iloilo Construction,1,0.46,Repeat Order,Supplemental Budget,8196803.04,12,8,2019-08-14,2020-08-08,0.62,16.6,102.5,103.2,2.6,4.3,1,149,0.7687,1,0.283,0.7588,Critical
PROJ-2023-2845,2023,Non-Infrastructure,OPPESM,Tubungan,N/A,0,0.5,Alternative Mode (Negotiated),20% NTA,6253284.99,6,2,2023-02-08,2023-08-07,0.65,5.0,123.1,131.0,4.7,4.8,0,0,0.3776,1,0.277,0.3177,Medium
PROJ-2021-2846,2021,Infrastructure,HMO,Barotac Nuevo,Visayan Construction Group,1,0.52,Alternative Mode (Shopping),MOOE,364796.51,12,5,2021-05-12,2022-05-07,0.7,16.6,109.8,114.0,6.2,11.3,0,0,0.5705,0,0.0,0.4362,High
PROJ-2018-2847,2018,Non-Infrastructure,ICTMO,Sta. Barbara,N/A,0,0.5,Direct Contracting,20% NTA,108229.32,6,1,2018-01-11,2018-07-10,0.78,2.8,100.0,100.0,2.5,3.2,0,0,0.1149,1,0.193,0.3167,Low
PROJ-2023-2848,2023,Infrastructure,HMO,Iloilo City,JV Pacific Builders,1,0.48,Direct Contracting,MOOE,729589.23,12,10,2023-10-13,2024-10-07,0.7,16.6,123.1,131.0,4.7,4.8,1,73,0.6162,1,0.321,0.7215,High
PROJ-2022-2849,2022,Non-Infrastructure,Provincial Planning Office,Lemery,N/A,0,0.5,Repeat Order,GAD Fund,453980.98,6,4,2022-04-06,2022-10-03,0.82,10.5,116.0,125.3,7.1,5.7,0,0,0.256,0,0.0,0.2955,Medium
PROJ-2020-2850,2020,Infrastructure,Provincial Planning Office,San Miguel,RS AGRO INDUSTRIAL Corporation,1,0.44,Alternative Mode (Shopping),General Fund,168649.37,12,4,2020-04-02,2021-03-28,0.82,16.6,105.1,107.5,4.7,6.5,0,0,0.488,0,0.0,0.4566,Medium
PROJ-2020-2851,2020,Infrastructure,PHO,Sara,RS AGRO INDUSTRIAL Corporation,1,0.44,Alternative Mode (Negotiated),Trust Fund,1036509.68,12,5,2020-05-03,2021-04-28,0.72,16.6,105.1,107.5,4.7,6.5,1,159,0.6661,0,0.0,0.7402,High
PROJ-2024-2852,2024,Non-Infrastructure,OPPESM,Guimbal,Golden West Engineering,1,0.66,Direct Contracting,Special Budget,239110.86,6,9,2024-09-06,2025-03-05,0.65,8.8,127.8,135.8,4.7,3.4,1,54,0.2009,1,0.226,0.6331,Medium
PROJ-2021-2853,2021,Infrastructure,PSWDO,Lemery,Golden West Engineering,1,0.66,Competitive Bidding,General Fund,49400.43,12,3,2021-03-14,2022-03-09,0.75,16.6,109.8,114.0,6.2,11.3,1,71,0.3589,1,0.275,0.7227,High
