quarter,rainfall_mm,typhoon_days,cpi_quarterly,cmrpi_quarterly,context_id
1,945.8,4.8,95.25,93.9,CTX-6627
2,1092.1,8.0,94.69,93.07,CTX-6628
1,1312.4,5.3,127.07,133.71,CTX-6629
2,399.6,4.3,127.39,133.07,CTX-6630
1,895.1,7.6,94.42,95.76,CTX-6631
2,159.3,1.7,96.03,95.66,CTX-6632
1,181.8,1.2,122.99,129.68,CTX-6633
2,228.4,0.9,123.49,130.4,CTX-6634
1,1048.4,4.3,132.51,135.16,CTX-6635
2,1076.5,6.1,133.22,139.52,CTX-6636
1,351.3,3.1,100.05,98.5,CTX-6637
2,145.9,0.6,100.45,100.79,CTX-6638
1,300.1,0.8,99.22,99.26,CTX-6639
2,1055.9,7.6,99.81,99.1,CTX-6640
3,984.1,7.4,99.64,99.53,CTX-6641
4,229.2,2.0,99.85,100.9,CTX-6642
1,1188.1,7.6,126.25,136.33,CTX-6643
2,497.8,6.2,128.15,135.38,CTX-6644
3,115.9,0.3,127.8,134.82,CTX-6645
4,520.0,3.1,129.08,135.44,CTX-6646
1,145.4,1.4,99.11,100.35,CTX-6647
2,320.5,1.0,98.38,98.2,CTX-6648
1,1014.1,6.6,94.46,96.61,CTX-6649
2,330.1,2.8,93.44,97.56,CTX-6650
1,1007.1,10.6,103.8,107.86,CTX-6651
2,340.3,3.3,103.73,108.02,CTX-6652
3,90.1,0.4,105.46,107.35,CTX-6653
4,992.6,3.8,106.45,108.12,CTX-6654
1,1051.1,8.7,116.02,125.26,CTX-6655
2,336.4,5.6,115.64,125.2,CTX-6656
3,112.0,0.4,117.02,124.63,CTX-6657
4,800.4,5.6,116.43,125.42,CTX-6658
1,145.2,0.4,131.42,139.01,CTX-6659
2,387.9,1.7,132.55,137.85,CTX-6660
1,215.6,1.9,108.41,116.45,CTX-6661
2,239.4,0.6,109.6,114.1,CTX-6662
1,125.7,0.6,108.48,113.19,CTX-6663
2,762.9,3.3,107.64,113.78,CTX-6664
3,787.4,8.4,111.23,113.82,CTX-6665
4,380.7,4.0,111.58,116.52,CTX-6666
1,357.8,1.5,94.1,96.59,CTX-6667
2,1529.2,9.3,94.13,95.24,CTX-6668
3,717.4,7.6,94.54,95.88,CTX-6669
4,93.6,0.8,95.5,97.15,CTX-6670
1,119.1,0.3,99.81,99.06,CTX-6671
2,517.0,2.6,101.01,100.3,CTX-6672
1,671.6,5.2,126.59,135.15,CTX-6673
2,84.3,0.6,127.35,135.21,CTX-6674
3,466.9,1.4,128.73,134.4,CTX-6675
4,1095.7,11.7,128.42,134.09,CTX-6676
1,140.8,0.5,97.96,97.42,CTX-6677
2,886.0,4.6,96.64,98.51,CTX-6678
1,128.5,0.5,110.1,113.31,CTX-6679
2,739.0,4.5,110.03,114.95,CTX-6680
1,1138.2,9.7,100.45,102.17,CTX-6681
2,386.3,3.3,103.14,102.88,CTX-6682
1,138.6,1.1,115.19,122.64,CTX-6683
2,1238.9,6.3,115.39,125.56,CTX-6684
1,828.3,6.1,96.85,98.02,CTX-6685
2,213.2,0.9,98.5,99.83,CTX-6686
3,262.8,0.5,96.96,98.18,CTX-6687
4,1050.1,7.4,98.72,100.76,CTX-6688
1,337.1,4.2,94.67,94.01,CTX-6689
2,135.7,0.3,92.82,96.86,CTX-6690
1,361.3,3.2,92.97,94.46,CTX-6691
2,133.1,0.6,94.95,95.32,CTX-6692
1,321.6,1.1,115.58,124.21,CTX-6693
2,888.2,3.5,115.17,125.85,CTX-6694
1,209.6,1.5,93.18,94.76,CTX-6695
2,212.7,0.5,95.89,97.5,CTX-6696
1,1081.4,9.1,122.06,131.66,CTX-6697
2,560.1,3.5,122.78,130.78,CTX-6698
1,1170.3,8.5,130.71,139.21,CTX-6699
2,357.7,4.2,134.15,140.85,CTX-6700
1,224.3,1.8,98.07,100.04,CTX-6701
2,201.3,0.9,97.96,100.45,CTX-6702
1,661.5,4.1,100.45,101.89,CTX-6703
2,117.1,0.6,102.52,102.33,CTX-6704
1,394.6,2.4,105.44,107.9,CTX-6705
2,101.6,0.3,104.42,106.78,CTX-6706
3,621.6,5.7,103.96,107.67,CTX-6707
4,1204.0,9.3,105.96,109.13,CTX-6708
1,248.5,0.6,132.89,140.51,CTX-6709
2,1025.7,8.0,132.02,139.71,CTX-6710
3,770.1,8.0,132.51,140.58,CTX-6711
4,213.7,2.4,133.83,141.14,CTX-6712
1,975.0,6.8,121.8,129.68,CTX-6713
2,494.9,3.2,123.09,130.72,CTX-6714
3,151.5,0.7,123.26,130.6,CTX-6715
4,440.5,0.9,123.86,131.82,CTX-6716
1,105.6,0.5,130.91,136.93,CTX-6717
2,604.3,6.3,133.01,139.01,CTX-6718
1,708.3,6.3,94.15,95.44,CTX-6719
2,149.4,0.6,94.13,94.25,CTX-6720
3,423.9,2.9,94.93,94.99,CTX-6721
4,1185.7,9.3,95.51,95.7,CTX-6722
1,293.0,0.5,101.82,103.01,CTX-6723
2,1005.0,4.1,102.66,101.43,CTX-6724
1,1040.1,3.9,96.8,98.39,CTX-6725
2,925.5,10.6,98.29,98.68,CTX-6726
1,156.3,1.2,104.81,107.78,CTX-6727
2,245.6,0.6,105.12,106.38,CTX-6728
1,698.5,4.8,127.52,134.96,CTX-6729
2,122.8,0.6,128.05,134.33,CTX-6730
1,910.7,9.1,92.53,93.75,CTX-6731
2,169.4,1.4,94.19,97.01,CTX-6732
1,779.0,4.6,131.83,138.49,CTX-6733
2,1186.4,6.3,132.48,138.2,CTX-6734
1,649.5,9.3,122.4,128.52,CTX-6735
2,133.8,0.7,123.58,132.14,CTX-6736
3,258.9,0.8,122.59,130.89,CTX-6737
4,1022.0,8.8,123.28,131.01,CTX-6738
1,430.6,2.0,115.46,123.92,CTX-6739
2,1088.9,8.7,116.0,125.97,CTX-6740
1,358.6,3.3,110.5,113.22,CTX-6741
2,115.0,0.6,109.86,111.54,CTX-6742
1,1173.7,3.7,121.87,131.57,CTX-6743
2,775.6,8.9,122.57,132.21,CTX-6744
1,354.1,2.5,100.27,97.56,CTX-6745
2,130.2,0.5,100.0,99.46,CTX-6746
1,127.7,0.6,101.51,101.69,CTX-6747
2,488.8,2.8,100.86,101.99,CTX-6748
1,766.1,4.7,109.13,114.0,CTX-6749
2,1212.8,9.2,108.68,111.81,CTX-6750
3,390.5,2.4,109.86,114.17,CTX-6751
4,123.7,0.4,111.25,115.91,CTX-6752
1,384.0,2.1,127.15,134.62,CTX-6753
2,131.4,0.5,128.23,136.65,CTX-6754
3,841.4,4.7,126.74,136.73,CTX-6755
4,1150.6,9.9,128.36,136.08,CTX-6756
1,1351.5,8.7,103.97,106.24,CTX-6757
2,624.3,3.9,105.54,107.49,CTX-6758
1,171.3,2.0,100.3,99.24,CTX-6759
2,253.7,0.8,99.61,101.01,CTX-6760
1,1090.7,11.0,98.39,98.4,CTX-6761
2,637.4,7.9,98.31,97.46,CTX-6762
1,1285.9,3.9,101.12,104.73,CTX-6763
2,604.1,8.2,101.55,105.8,CTX-6764
1,542.4,2.7,99.96,100.24,CTX-6765
2,772.7,5.7,100.41,101.07,CTX-6766
3,534.1,5.2,100.02,102.41,CTX-6767
4,105.3,0.4,100.26,101.56,CTX-6768
1,1014.1,9.2,122.16,128.58,CTX-6769
2,303.0,5.5,122.83,130.86,CTX-6770
1,129.7,0.5,110.21,113.32,CTX-6771
2,561.3,1.0,109.19,112.97,CTX-6772
1,1037.1,6.2,99.76,103.58,CTX-6773
2,867.7,7.2,102.61,104.21,CTX-6774
1,353.6,2.0,96.43,97.4,CTX-6775
2,121.1,0.8,97.81,98.44,CTX-6776
1,789.8,7.9,99.36,98.89,CTX-6777
2,269.9,3.8,99.77,99.6,CTX-6778
1,436.5,4.1,124.05,131.89,CTX-6779
2,141.5,0.5,123.55,132.34,CTX-6780
3,834.3,2.6,124.21,129.06,CTX-6781
4,1284.0,9.9,123.98,133.41,CTX-6782
1,83.0,0.3,117.11,123.95,CTX-6783
2,534.5,1.0,116.82,125.04,CTX-6784
3,799.8,10.1,115.87,124.39,CTX-6785
4,482.1,5.7,116.77,126.05,CTX-6786
1,292.8,0.9,102.01,102.47,CTX-6787
2,1485.3,7.2,100.38,102.58,CTX-6788
3,936.7,7.2,103.05,103.09,CTX-6789
4,139.8,1.5,103.77,101.93,CTX-6790
1,749.6,6.1,101.73,103.78,CTX-6791
2,1348.7,7.0,102.12,101.44,CTX-6792
1,125.7,0.6,109.58,110.94,CTX-6793
2,471.0,2.4,107.96,113.02,CTX-6794
1,346.5,3.3,93.84,95.98,CTX-6795
2,101.1,0.4,94.87,93.54,CTX-6796
1,882.7,4.9,101.24,101.72,CTX-6797
2,911.4,10.0,103.28,103.27,CTX-6798
1,200.5,1.3,131.36,137.7,CTX-6799
2,205.8,0.7,132.89,139.55,CTX-6800
3,979.5,6.4,132.56,137.08,CTX-6801
4,1015.6,7.7,133.0,139.27,CTX-6802
1,866.8,4.2,103.58,108.01,CTX-6803
2,1213.3,5.5,106.29,105.52,CTX-6804
3,290.7,2.8,105.29,106.45,CTX-6805
4,134.5,0.2,106.17,108.81,CTX-6806
1,146.0,0.5,131.9,136.29,CTX-6807
2,1245.1,5.5,131.42,139.23,CTX-6808
1,317.8,0.8,104.96,108.44,CTX-6809
2,1101.0,5.2,105.92,107.76,CTX-6810
3,916.9,5.8,105.9,107.38,CTX-6811
4,171.9,1.3,105.77,108.56,CTX-6812
1,362.4,3.3,123.93,130.08,CTX-6813
2,106.8,0.5,122.47,131.95,CTX-6814
1,1149.9,8.6,115.12,123.36,CTX-6815
2,517.0,5.8,115.89,125.17,CTX-6816
1,121.7,0.6,122.92,130.62,CTX-6817
2,959.4,4.6,123.38,131.72,CTX-6818
1,124.4,1.7,96.63,98.15,CTX-6819
2,248.2,0.7,97.66,98.76,CTX-6820
3,1166.1,4.4,97.81,100.77,CTX-6821
4,998.8,7.9,99.42,99.05,CTX-6822
1,1139.3,9.9,133.69,136.85,CTX-6823
2,333.7,5.2,132.75,138.48,CTX-6824
3,152.6,0.7,132.87,138.94,CTX-6825
4,667.4,3.9,133.31,139.81,CTX-6826
1,899.3,7.6,97.77,98.1,CTX-6827
2,329.4,2.8,96.19,96.75,CTX-6828
1,334.9,3.3,104.31,106.32,CTX-6829
2,133.2,0.3,105.32,108.58,CTX-6830
1,1199.6,6.6,114.56,124.41,CTX-6831
2,901.0,8.2,114.3,125.66,CTX-6832
1,181.7,2.1,109.66,113.71,CTX-6833
2,181.3,0.7,109.98,112.4,CTX-6834
1,616.3,1.9,101.74,101.91,CTX-6835
2,1306.1,9.4,102.24,101.78,CTX-6836
1,814.3,4.5,114.72,125.27,CTX-6837
2,1213.8,10.5,115.43,123.24,CTX-6838
1,336.8,3.7,121.88,128.57,CTX-6839
2,144.7,0.5,121.85,130.64,CTX-6840
1,1065.2,6.1,94.25,95.31,CTX-6841
2,634.9,6.5,93.23,97.7,CTX-6842
3,111.4,0.2,92.72,96.04,CTX-6843
4,445.4,2.7,96.18,98.22,CTX-6844
1,669.5,9.0,99.52,99.56,CTX-6845
2,600.5,6.3,98.46,101.75,CTX-6846
1,261.1,0.9,93.73,96.52,CTX-6847
2,1164.8,7.6,94.93,95.79,CTX-6848
1,787.1,7.2,99.53,96.58,CTX-6849
2,174.6,2.0,100.82,100.28,CTX-6850
1,883.5,9.6,101.02,98.92,CTX-6851
2,189.1,1.4,99.93,98.59,CTX-6852
3,288.2,0.5,101.06,99.67,CTX-6853
4,764.6,10.7,99.09,99.36,CTX-6854
1,142.7,0.4,96.89,97.87,CTX-6855
2,854.1,4.0,97.89,96.54,CTX-6856
1,670.8,7.6,93.29,96.44,CTX-6857
2,222.8,1.8,93.68,95.39,CTX-6858
1,240.9,1.0,98.99,96.18,CTX-6859
2,299.1,1.0,97.21,98.55,CTX-6860
1,1057.3,8.2,98.19,98.09,CTX-6861
2,842.3,8.2,99.84,101.15,CTX-6862
3,158.0,1.4,101.33,100.47,CTX-6863
4,213.4,0.7,101.28,99.52,CTX-6864
1,644.3,6.9,115.47,123.54,CTX-6865
2,133.1,0.7,116.03,125.17,CTX-6866
1,210.6,1.1,115.12,123.92,CTX-6867
2,1289.8,5.5,115.23,124.49,CTX-6868
3,721.0,7.4,117.17,126.05,CTX-6869
4,207.8,1.8,116.18,124.77,CTX-6870
1,136.7,0.6,127.46,134.94,CTX-6871
2,670.5,2.3,125.91,137.41,CTX-6872
1,100.7,0.9,127.76,135.41,CTX-6873
2,319.6,2.8,128.62,135.89,CTX-6874
1,1292.1,8.0,126.94,133.91,CTX-6875
2,625.3,4.0,128.49,136.04,CTX-6876
1,788.4,4.3,123.59,132.07,CTX-6877
2,978.8,9.1,123.08,130.46,CTX-6878
1,124.2,0.7,95.84,97.42,CTX-6879
2,567.2,2.1,97.7,97.24,CTX-6880
1,880.2,3.3,104.33,106.32,CTX-6881
2,1106.4,7.8,104.56,106.39,CTX-6882
1,132.5,0.8,133.14,139.79,CTX-6883
2,509.6,2.5,133.14,140.12,CTX-6884
3,1272.9,8.4,131.86,141.17,CTX-6885
4,432.4,6.4,134.09,140.99,CTX-6886
1,800.4,9.7,126.63,132.98,CTX-6887
2,379.8,3.0,127.91,135.67,CTX-6888
1,632.7,6.2,99.27,96.55,CTX-6889
2,118.9,0.4,99.37,97.96,CTX-6890
1,774.3,4.7,109.37,113.54,CTX-6891
2,787.1,10.0,109.8,111.84,CTX-6892
1,1302.0,6.7,133.39,139.54,CTX-6893
2,301.0,1.8,132.0,138.72,CTX-6894
1,315.4,2.7,101.23,102.44,CTX-6895
2,152.6,0.5,101.82,102.42,CTX-6896
3,847.7,3.2,103.28,103.33,CTX-6897
4,652.6,7.6,102.55,105.12,CTX-6898
1,335.6,4.0,122.44,132.32,CTX-6899
2,139.2,0.5,123.77,129.35,CTX-6900
1,147.4,1.6,104.8,105.38,CTX-6901
2,191.2,0.8,103.32,105.91,CTX-6902
1,901.3,5.4,132.68,137.24,CTX-6903
2,289.9,4.0,131.63,139.31,CTX-6904
1,123.4,0.6,93.1,95.88,CTX-6905
2,527.8,2.3,93.41,94.2,CTX-6906
3,1078.1,5.8,96.26,96.09,CTX-6907
4,793.3,3.5,95.48,94.6,CTX-6908
1,558.4,6.1,116.15,124.55,CTX-6909
2,153.6,0.6,115.16,124.63,CTX-6910
1,396.0,3.3,115.27,125.92,CTX-6911
2,1109.4,8.6,118.15,123.94,CTX-6912
3,743.1,4.3,114.73,126.11,CTX-6913
4,138.3,0.7,116.58,125.98,CTX-6914
1,233.9,0.7,102.41,102.72,CTX-6915
2,1096.5,7.8,102.51,101.69,CTX-6916
1,832.9,10.7,126.5,137.03,CTX-6917
2,245.1,1.2,127.5,135.66,CTX-6918
1,550.0,5.7,132.59,139.71,CTX-6919
2,134.8,0.5,132.02,139.31,CTX-6920
1,917.6,11.9,96.1,97.45,CTX-6921
2,740.2,6.2,97.47,95.76,CTX-6922
3,111.0,0.8,98.97,97.23,CTX-6923
4,584.9,1.7,98.09,100.05,CTX-6924
1,1191.3,7.2,102.14,102.52,CTX-6925
2,381.4,3.4,101.7,104.7,CTX-6926
3,115.4,0.4,102.39,103.19,CTX-6927
4,870.7,2.6,101.63,105.63,CTX-6928
1,121.5,0.6,104.83,106.12,CTX-6929
2,772.7,6.9,103.91,106.62,CTX-6930
3,1077.1,3.0,104.34,109.21,CTX-6931
4,361.2,2.9,105.94,106.38,CTX-6932
1,214.5,1.5,93.62,95.23,CTX-6933
2,236.8,0.7,95.59,95.57,CTX-6934
3,1202.1,6.2,94.52,98.29,CTX-6935
4,802.4,5.0,94.81,94.98,CTX-6936
1,438.9,2.9,101.11,103.33,CTX-6937
2,133.8,0.4,102.57,103.51,CTX-6938
1,1089.0,7.9,127.14,134.06,CTX-6939
2,959.9,10.0,127.38,135.38,CTX-6940
3,124.4,1.7,128.03,136.58,CTX-6941
4,270.9,0.6,127.44,135.54,CTX-6942
1,937.9,4.8,108.8,113.52,CTX-6943
2,1028.2,10.0,108.58,113.75,CTX-6944
1,687.2,6.3,127.34,131.92,CTX-6945
2,183.0,1.1,127.21,136.16,CTX-6946
3,230.6,0.5,129.25,133.41,CTX-6947
4,757.8,4.6,128.69,137.69,CTX-6948
1,261.7,1.0,127.66,134.76,CTX-6949
2,1176.5,6.7,128.52,135.3,CTX-6950
3,805.9,6.9,128.01,135.16,CTX-6951
4,177.7,1.6,128.14,136.76,CTX-6952
1,1248.1,8.9,109.81,114.86,CTX-6953
2,312.6,3.2,108.69,112.68,CTX-6954
1,231.5,0.9,130.33,138.36,CTX-6955
2,826.7,4.3,131.52,140.4,CTX-6956
3,721.3,7.0,132.06,136.13,CTX-6957
4,173.7,1.4,132.2,140.59,CTX-6958
1,254.3,0.8,116.32,124.01,CTX-6959
2,1150.9,4.2,115.67,122.33,CTX-6960
1,178.0,1.8,121.31,131.33,CTX-6961
2,280.6,1.2,121.54,130.98,CTX-6962
3,1020.3,5.7,124.23,131.89,CTX-6963
4,927.8,6.2,123.95,129.82,CTX-6964
1,114.0,0.6,131.03,138.68,CTX-6965
2,496.6,1.6,132.14,139.78,CTX-6966
1,499.4,1.8,99.81,100.21,CTX-6967
2,1122.1,3.5,100.53,98.91,CTX-6968
3,741.2,4.8,101.61,101.35,CTX-6969
4,103.5,0.5,100.2,100.31,CTX-6970
1,1091.0,7.0,130.69,137.13,CTX-6971
2,797.0,7.5,132.21,138.36,CTX-6972
3,171.9,1.4,133.2,139.51,CTX-6973
4,226.4,0.4,134.32,139.36,CTX-6974
1,335.0,0.6,109.31,114.67,CTX-6975
2,1263.1,2.9,109.84,112.35,CTX-6976
3,933.0,9.7,110.11,113.71,CTX-6977
4,147.9,1.6,111.07,114.58,CTX-6978
1,963.7,4.0,109.9,114.58,CTX-6979
2,220.7,1.2,110.4,115.71,CTX-6980
1,1342.7,8.6,94.41,95.63,CTX-6981
2,751.8,6.3,93.28,97.01,CTX-6982
3,193.0,1.7,93.63,95.63,CTX-6983
4,228.6,0.6,95.53,96.21,CTX-6984
1,92.5,0.8,128.84,134.54,CTX-6985
2,417.7,2.1,127.08,135.1,CTX-6986
1,997.7,8.7,123.52,129.57,CTX-6987
2,1099.4,9.1,124.87,130.78,CTX-6988
3,212.1,0.9,123.66,131.58,CTX-6989
4,193.8,0.6,124.12,131.99,CTX-6990
1,1004.7,4.8,104.58,107.06,CTX-6991
2,949.6,6.2,104.56,106.39,CTX-6992
3,350.9,2.1,106.6,107.03,CTX-6993
4,138.8,0.3,107.61,108.19,CTX-6994
1,895.6,2.2,115.75,123.95,CTX-6995
2,1090.0,8.3,116.26,122.1,CTX-6996
1,963.3,9.0,109.97,114.99,CTX-6997
2,623.7,4.7,109.22,114.41,CTX-6998
1,207.4,0.9,121.13,131.72,CTX-6999
2,779.7,8.5,123.04,133.86,CTX-7000
1,967.3,3.3,110.33,115.13,CTX-7001
2,770.7,6.7,110.83,113.37,CTX-7002
3,323.2,3.8,110.3,113.13,CTX-7003
4,95.3,0.7,110.82,117.26,CTX-7004
1,956.2,7.2,101.48,102.2,CTX-7005
2,392.9,3.8,102.21,104.12,CTX-7006
1,676.6,5.3,101.17,101.28,CTX-7007
2,863.7,9.9,102.46,102.73,CTX-7008
1,150.5,0.8,97.76,101.41,CTX-7009
2,509.9,2.3,100.23,98.86,CTX-7010
1,213.0,1.4,96.51,97.06,CTX-7011
2,232.5,0.5,97.98,99.1,CTX-7012
1,179.2,0.4,102.6,101.48,CTX-7013
2,923.0,6.9,102.48,103.6,CTX-7014
3,817.5,7.2,102.2,104.1,CTX-7015
4,206.9,1.5,102.55,102.07,CTX-7016
1,120.2,0.6,126.36,136.57,CTX-7017
2,443.8,2.7,127.47,136.03,CTX-7018
3,791.7,9.3,127.91,136.02,CTX-7019
4,606.2,6.4,130.26,135.53,CTX-7020
1,421.2,3.5,120.85,129.46,CTX-7021
2,134.9,0.5,121.81,130.31,CTX-7022
1,120.8,0.7,115.15,125.4,CTX-7023
2,566.8,1.0,116.39,123.74,CTX-7024
1,1381.2,6.9,94.12,95.05,CTX-7025
2,302.6,2.3,93.45,97.16,CTX-7026
1,1124.8,10.9,104.22,107.36,CTX-7027
2,536.5,5.9,104.52,106.43,CTX-7028
3,145.8,0.3,104.39,106.79,CTX-7029
4,433.5,2.5,106.05,108.29,CTX-7030
1,266.3,2.3,130.92,135.18,CTX-7031
2,119.4,0.4,131.38,136.38,CTX-7032
1,1519.3,8.4,103.25,107.04,CTX-7033
2,706.6,3.5,103.13,107.79,CTX-7034
3,150.2,0.6,106.6,106.43,CTX-7035
4,529.4,2.7,105.52,107.64,CTX-7036
1,1108.0,6.6,115.77,125.84,CTX-7037
2,524.2,6.3,116.94,124.16,CTX-7038
1,405.4,4.3,109.69,112.49,CTX-7039
2,100.5,0.8,109.71,111.41,CTX-7040
1,116.0,0.8,96.81,96.76,CTX-7041
2,461.1,2.2,96.69,101.25,CTX-7042
1,841.7,3.1,115.5,124.6,CTX-7043
2,895.2,6.1,116.1,126.21,CTX-7044
1,171.3,1.3,96.91,99.82,CTX-7045
2,207.9,0.5,97.88,99.42,CTX-7046
1,980.8,7.3,127.31,133.17,CTX-7047
2,218.4,1.8,128.11,135.28,CTX-7048
1,1070.1,7.5,94.81,96.62,CTX-7049
2,397.1,2.3,93.87,96.08,CTX-7050
1,868.9,7.0,101.83,102.74,CTX-7051
2,170.5,1.2,102.94,102.24,CTX-7052
1,834.5,3.2,133.62,138.0,CTX-7053
2,971.6,5.0,132.66,140.36,CTX-7054
1,761.9,7.6,100.47,96.57,CTX-7055
2,163.9,1.2,99.2,100.16,CTX-7056
3,259.6,0.4,100.31,98.67,CTX-7057
4,1121.3,7.7,102.25,101.48,CTX-7058
1,501.6,1.5,102.58,103.56,CTX-7059
2,985.9,9.5,102.79,102.15,CTX-7060
1,1212.8,8.4,94.17,94.63,CTX-7061
2,399.6,3.9,94.62,94.48,CTX-7062
1,215.6,1.1,126.98,134.77,CTX-7063
2,1214.8,5.5,127.17,137.1,CTX-7064
1,1185.8,7.8,98.78,96.77,CTX-7065
2,679.8,3.2,100.56,101.0,CTX-7066
3,155.3,0.7,100.45,99.69,CTX-7067
4,484.6,1.7,99.17,98.74,CTX-7068
1,330.4,3.5,99.94,99.87,CTX-7069
2,156.2,0.7,99.18,100.57,CTX-7070
1,869.1,8.8,126.21,134.53,CTX-7071
2,309.9,3.4,127.36,135.53,CTX-7072
1,127.7,0.5,102.41,101.48,CTX-7073
2,493.0,2.7,103.7,102.2,CTX-7074
1,1133.9,9.3,123.18,130.7,CTX-7075
2,625.8,6.2,121.63,131.59,CTX-7076
1,248.5,0.9,94.08,94.46,CTX-7077
2,1108.9,6.8,94.14,96.64,CTX-7078
1,1361.8,5.6,99.01,99.73,CTX-7079
2,709.6,6.4,98.25,99.97,CTX-7080
1,1166.5,7.9,96.58,96.91,CTX-7081
2,149.4,2.0,96.76,99.91,CTX-7082
1,1362.3,5.9,103.24,105.95,CTX-7083
2,975.8,8.4,104.53,106.84,CTX-7084
1,493.8,10.6,131.62,138.79,CTX-7085
2,155.8,1.6,132.3,140.26,CTX-7086
1,1447.7,7.2,116.11,125.97,CTX-7087
2,603.3,5.5,115.84,122.75,CTX-7088
3,112.8,0.7,116.94,123.58,CTX-7089
4,371.4,1.9,117.05,125.44,CTX-7090
1,431.2,3.3,108.74,113.8,CTX-7091
2,111.8,0.6,110.46,113.95,CTX-7092
1,689.8,4.1,127.19,134.26,CTX-7093
2,115.5,0.8,127.73,134.69,CTX-7094
1,1082.7,8.0,99.82,99.9,CTX-7095
2,750.7,7.1,98.71,99.56,CTX-7096
3,115.9,0.4,100.73,100.3,CTX-7097
4,480.0,2.8,100.11,97.69,CTX-7098
1,180.9,1.0,115.98,121.28,CTX-7099
2,246.4,0.6,115.07,123.81,CTX-7100
1,133.5,0.5,130.79,138.63,CTX-7101
2,797.3,0.8,132.1,138.26,CTX-7102
1,913.4,14.0,129.41,138.53,CTX-7103
2,338.2,3.0,132.54,138.52,CTX-7104
1,1218.0,8.3,127.88,137.62,CTX-7105
2,399.5,4.5,128.4,134.25,CTX-7106
3,108.4,0.7,128.0,136.34,CTX-7107
4,779.4,4.3,127.38,137.22,CTX-7108
1,1067.5,6.7,105.49,107.54,CTX-7109
2,366.5,3.0,104.5,107.99,CTX-7110
1,653.4,6.6,99.35,98.61,CTX-7111
2,1211.2,9.4,101.1,99.15,CTX-7112
1,649.2,9.4,109.7,113.13,CTX-7113
2,190.7,1.0,108.89,114.94,CTX-7114
3,262.3,0.7,110.34,112.79,CTX-7115
4,1057.8,7.4,110.73,115.32,CTX-7116
1,1155.4,6.5,110.71,114.06,CTX-7117
2,616.9,5.4,109.38,115.23,CTX-7118
3,100.2,0.4,109.26,114.08,CTX-7119
4,566.2,2.3,109.25,116.38,CTX-7120
1,350.3,2.8,101.65,101.12,CTX-7121
2,114.2,0.4,103.84,103.87,CTX-7122
3,1053.6,4.4,102.94,105.17,CTX-7123
4,1033.2,7.1,103.22,105.38,CTX-7124
1,584.8,2.5,102.38,102.86,CTX-7125
2,1345.6,10.4,101.87,103.4,CTX-7126
1,148.0,0.9,108.4,112.95,CTX-7127
2,992.3,5.7,109.34,111.65,CTX-7128
1,435.6,3.9,98.57,99.38,CTX-7129
2,118.0,0.7,99.94,100.57,CTX-7130
1,174.7,1.1,109.15,111.62,CTX-7131
2,238.1,0.9,109.73,111.9,CTX-7132
3,1224.6,4.7,111.43,117.06,CTX-7133
4,810.2,4.5,110.29,117.38,CTX-7134
1,251.8,0.4,103.05,101.96,CTX-7135
2,1371.3,7.0,101.11,104.5,CTX-7136
1,536.7,6.6,100.04,98.07,CTX-7137
2,114.0,0.8,97.45,99.99,CTX-7138
1,86.6,0.7,93.66,94.32,CTX-7139
2,860.5,5.1,94.06,95.72,CTX-7140
1,638.7,6.2,100.52,101.52,CTX-7141
2,112.6,0.7,102.71,105.53,CTX-7142
1,767.2,8.2,109.52,111.19,CTX-7143
2,194.4,0.9,110.51,115.92,CTX-7144
3,240.1,0.7,108.63,113.39,CTX-7145
4,1018.7,6.0,110.32,115.18,CTX-7146
1,1337.3,6.1,97.2,96.95,CTX-7147
2,505.9,6.6,98.43,98.95,CTX-7148
3,127.4,0.6,98.0,97.15,CTX-7149
4,575.2,2.0,98.23,100.55,CTX-7150
1,1154.4,6.1,114.75,125.17,CTX-7151
2,623.6,4.3,116.97,125.44,CTX-7152
1,913.0,8.8,97.23,99.69,CTX-7153
2,173.1,1.7,96.77,98.78,CTX-7154
1,866.7,5.2,131.43,137.93,CTX-7155
2,1105.8,9.8,132.06,139.51,CTX-7156
1,877.0,5.9,105.07,107.96,CTX-7157
2,923.5,6.8,103.77,108.7,CTX-7158
1,253.8,0.9,128.63,133.66,CTX-7159
2,1238.3,8.6,128.04,135.51,CTX-7160
1,341.2,2.9,97.77,97.84,CTX-7161
2,132.6,0.3,97.96,97.7,CTX-7162
1,259.0,0.6,116.35,125.55,CTX-7163
2,1103.3,8.7,115.38,124.07,CTX-7164
1,325.6,2.4,97.07,98.01,CTX-7165
2,77.8,0.6,96.39,96.94,CTX-7166
1,562.8,1.8,96.42,98.0,CTX-7167
2,757.5,6.0,96.56,97.79,CTX-7168
1,506.3,3.7,100.98,100.07,CTX-7169
2,137.0,0.6,102.23,103.47,CTX-7170
1,256.2,0.6,95.72,98.15,CTX-7171
2,1022.8,6.4,97.7,99.0,CTX-7172
1,1528.5,9.7,132.93,139.91,CTX-7173
2,640.6,7.1,132.43,137.44,CTX-7174
3,107.5,0.7,133.42,138.82,CTX-7175
4,495.1,1.0,131.97,139.67,CTX-7176
1,1024.7,5.5,93.82,93.79,CTX-7177
2,371.4,1.3,93.67,95.23,CTX-7178
3,136.9,0.4,92.97,99.26,CTX-7179
4,933.5,4.6,94.6,97.59,CTX-7180
